date,tavg,tmin,tmax,prcp,humidity,wspd,wdir,pres,cloud_cover,sunshine_duration,daylight_duration,effective_sunshine,sunshine_ratio,temp_range,cloud_adjusted_temp_range,day_of_year,sin_day_of_year,cos_day_of_year,tavg_diff,tavg_ewm,wdir_wspd
2025-03-11,16.379166666666666,9.9,24.6,2.2,37.25,12.7875,165.54166666666666,1011.1333333333333,38.416666666666664,24755.71,42600.22,-926276.1491666666,0.5811169518417705,14.700000000000001,-550.025,70,0.9338372288229252,0.35769823883312546,0.0,16.379166666666666,2116.8640625
2025-03-12,15.799999999999999,10.4,20.6,0.9,63.833333333333336,7.679166666666667,198.83333333333334,1015.3291666666668,85.625,17090.13,42725.2,-1446252.25125,0.4000011701759147,10.200000000000001,-863.1750000000001,71,0.9398560579418954,0.3415707691678556,-0.5791666666666675,16.234375,1526.8743055555558
2025-03-13,15.6875,11.2,18.8,1.0,46.5,22.916666666666668,207.45833333333334,1011.7624999999999,59.25,29212.45,42850.61,-1701625.2125000001,0.6817277512078059,7.600000000000001,-442.7000000000001,72,0.9455963874271426,0.3253420847119801,-0.11249999999999893,16.09765625,4754.253472222223
2025-03-14,12.045833333333334,9.6,14.5,0.0,40.041666666666664,10.920833333333334,219.45833333333334,1015.5541666666667,57.333333333333336,39488.84,42976.39,-2224537.9866666663,0.9188496286172826,4.9,-276.03333333333336,73,0.9510565162951535,0.30901699437494745,-3.6416666666666657,15.084700520833334,2396.6678819444446
2025-03-15,15.354166666666666,11.6,19.1,0.0,39.208333333333336,17.1875,241.79166666666666,1013.0083333333333,49.5,37137.48,43102.45,-1801167.7800000003,0.8616094906759107,7.500000000000002,-363.7500000000001,74,0.9562348265919056,0.29260033563334836,3.308333333333332,15.152067057291665,4155.794270833333
